Title,Domain,Branch,Type,Price,Description,ImageURL,DemoVideoURL,Tags,Featured
Dual GSM Modems Based -phase irrigation water pump controller for illiterates,IoT,Civil,Prototype,6499,Project focusing on dual gsm modems based -phase irrigation water pump controller for illiterates.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
Advanced steal industry oven temperature monitoring and control system based on Touch screen,Robotics,EEE,Product,10002,Project focusing on advanced steal industry oven temperature monitoring and control system based on touch screen.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Advanced industrial/power grid automation system (wireless) using Touch screen,IoT,EEE,Product,9253,Project focusing on advanced industrial/power grid automation system (wireless) using touch screen.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Motor speed monitoring and control system using GSM modem,Simulation,Mechanical,Product,9524,Project focusing on motor speed monitoring and control system using gsm modem.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
Intelligent irrigation water system controlling system with GSM technology and soil moisture sensor,Machine Learning,EEE,Prototype,9801,Project focusing on intelligent irrigation water system controlling system with gsm technology and soil moisture sensor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Controlling of Multiple Devices in industry using Change in Input Frequency,Simulation,Medical,Prototype,9524,Project focusing on controlling of multiple devices in industry using change in input frequency.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Medical",TRUE
Touch screen based Improved industrial/power grid automation system (wired),Simulation,EEE,Product,9528,Project focusing on touch screen based improved industrial/power grid automation system (wired).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Industrial/power grid electrical parameter Data Acquisition system through wireless technology,Robotics,EEE,Prototype,10002,Project focusing on industrial/power grid electrical parameter data acquisition system through wireless technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Advanced Substation monitoring and control system,Machine Learning,Mechanical,Prototype,9037,Project focusing on advanced substation monitoring and control system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Mechanical",FALSE
Smart Fan using PIR sensor,Large AI,Mechanical,Prototype,10105,Project focusing on smart fan using pir sensor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Mechanical",TRUE
SCADA implementation based on wireless RF technology,Large AI,ECE,Product,7999,Project focusing on scada implementation based on wireless rf technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, ECE",TRUE
Operating AC lamp Dimmer through Mobile Phone,IoT,EEE,Prototype,9253,Project focusing on operating ac lamp dimmer through mobile phone.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Wireless Electrical Devices monitoring and controlling system based on RF transceiver,Simulation,EEE,Prototype,9528,Project focusing on wireless electrical devices monitoring and controlling system based on rf transceiver.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Controlling Speed and direction of dual stepper motors using ZIGBEE Technology,Embedded,Mechanical,Product,12500,Project focusing on controlling speed and direction of dual stepper motors using zigbee technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",FALSE
Construction of Self Activated irrigation water control system using moisture sensor and sprinkler control,Robotics,CSE,Prototype,10501,Project focusing on construction of self activated irrigation water control system using moisture sensor and sprinkler control.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",TRUE
Wireless power meter monitoring system with automatic tariff calculation on handheld device,Simulation,EEE,Product,9528,Project focusing on wireless power meter monitoring system with automatic tariff calculation on handheld device.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Multiple Transformers oil temperature monitoring with automatic circuit breaker operation with SMS based alerts,Simulation,CSE,Product,9524,Project focusing on multiple transformers oil temperature monitoring with automatic circuit breaker operation with sms based alerts.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, CSE",FALSE
Energy meter data logging system with Real-time clock and KWH readings Very useful for historical data logging and analysis,IoT,EEE,Product,9253,Project focusing on energy meter data logging system with real-time clock and kwh readings very useful for historical data logging and analysis.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Mobile phone operated password protected Industrial Rolling mills Motor speed and direction control system,Machine Learning,Mechanical,Prototype,9037,Project focusing on mobile phone operated password protected industrial rolling mills motor speed and direction control system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Mechanical",TRUE
An On-line Monitoring System of Temperature of Conductors and Fittings Based on GSM SMS and Zigbee,Machine Learning,ECE,Prototype,5999,Project focusing on an on-line monitoring system of temperature of conductors and fittings based on gsm sms and zigbee.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",FALSE
A Wireless Data Acquisition and Transmission System Design,Robotics,EEE,Prototype,10002,Project focusing on a wireless data acquisition and transmission system design.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
On-line Monitoring System of Transmission Line Conductor parameters,Robotics,Medical,Prototype,10501,Project focusing on on-line monitoring system of transmission line conductor parameters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",TRUE
IR (PWM) Based Wireless DC Motor Speed and Direction Control,Simulation,Mechanical,Product,9524,Project focusing on ir (pwm) based wireless dc motor speed and direction control.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
GSM based industrial device security system based on RFID,IoT,EEE,Prototype,9253,Project focusing on gsm based industrial device security system based on rfid.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Remote Controllable Energy saving room architecture based on Zigbee,Large AI,Civil,Prototype,7499,Project focusing on remote controllable energy saving room architecture based on zigbee.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Civil",FALSE
Energy meter monitoring with display on PC and mobile based on GSM,IoT,Civil,Product,6499,Project focusing on energy meter monitoring with display on pc and mobile based on gsm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
Monitoring and controlling of temperature at threshold value using GSM technology,Embedded,Mechanical,Product,12500,Project focusing on monitoring and controlling of temperature at threshold value using gsm technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",FALSE
Industrial gas leakage Sensing & auto dialing controller system,IoT,Medical,Product,6999,Project focusing on industrial gas leakage sensing & auto dialing controller system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Medical",TRUE
Touch screen operated password protected liquid dispensing system,Embedded,EEE,Prototype,8573,Project focusing on touch screen operated password protected liquid dispensing system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Resistive Touch screen controlled contact less DC Motor speed monitoring and controlling with speed limit alerts,Machine Learning,Mechanical,Prototype,9037,Project focusing on resistive touch screen controlled contact less dc motor speed monitoring and controlling with speed limit alerts.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Mechanical",FALSE
Real time home/industrial critical devices status (Wired) using GPRS,Machine Learning,CSE,Prototype,8699,Project focusing on real time home/industrial critical devices status (wired) using gprs.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
Self-Supervised Industrial Appliances Monitoring System and remote data acquisition,Robotics,Medical,Product,10501,Project focusing on self-supervised industrial appliances monitoring system and remote data acquisition.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",FALSE
Irrigation water pump controller using Dual GSM Modems for illiterates,Embedded,CSE,Product,6499,Project focusing on irrigation water pump controller using dual gsm modems for illiterates.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, CSE",FALSE
"Industrial security System using LPG gas, Smoke and Fire Sensors with SMS based alerts",Machine Learning,Medical,Prototype,8499,"Project focusing on industrial security system using lpg gas, smoke and fire sensors with sms based alerts.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Medical",FALSE
Automated power meter reading using GSM network,Robotics,EEE,Product,10002,Project focusing on automated power meter reading using gsm network.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Implementation of Industrial Wireless SCADA based on Zigbee for temperature and water level sensor,Simulation,Mechanical,Product,9524,Project focusing on implementation of industrial wireless scada based on zigbee for temperature and water level sensor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
Solar data logger into MMC/SD Memory Card,Simulation,EEE,Prototype,9528,Project focusing on solar data logger into mmc/sd memory card.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
MMC/SD key security system for industrial machinery access,Large AI,Medical,Product,10105,Project focusing on mmc/sd key security system for industrial machinery access.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Medical",FALSE
Industrial temperature and Electrical data into GB MMC with real time monitoring using GSM technology,Embedded,EEE,Product,8573,Project focusing on industrial temperature and electrical data into gb mmc with real time monitoring using gsm technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Machinery access control system for illiterates with image based password with Touch screen,Large AI,ECE,Product,7999,Project focusing on machinery access control system for illiterates with image based password with touch screen.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, ECE",TRUE
Real-time industrial automation based on GSM and wireless Zigbee,Large AI,ECE,Product,7999,Project focusing on real-time industrial automation based on gsm and wireless zigbee.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, ECE",FALSE
GSM based Implementation of SCADA for industrial applications with fencing security system,Embedded,Mechanical,Prototype,12500,Project focusing on gsm based implementation of scada for industrial applications with fencing security system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",TRUE
Advanced wireless industrial automation system based on Bluetooth,IoT,Civil,Product,6499,Project focusing on advanced wireless industrial automation system based on bluetooth.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
Digital RPM Indicator for Electrical Motor with Over speed alarm Indicator,Robotics,EEE,Prototype,10002,Project focusing on digital rpm indicator for electrical motor with over speed alarm indicator.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Real-time Car battery monitoring and low voltage alert system,IoT,Mechanical,Product,8605,Project focusing on real-time car battery monitoring and low voltage alert system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
GSM Based Industrial monitoring and controlling system with fencing automated notifications,Embedded,Civil,Product,9299,Project focusing on gsm based industrial monitoring and controlling system with fencing automated notifications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Civil",FALSE
RF transceiver (Zigbee/X-Bee) based energy meter monitoring system (Energy Meter reading on PC over wireless comm),Simulation,Mechanical,Product,9524,Project focusing on rf transceiver (zigbee/x-bee) based energy meter monitoring system (energy meter reading on pc over wireless comm).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
AC V Fan speed control system using Blurtooth windows application,Robotics,Medical,Prototype,10501,Project focusing on ac v fan speed control system using blurtooth windows application.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",FALSE
Control powered devices with mobile phone for free of cost This secure system works only for predefined phone numbers (eg: owner number),Embedded,EEE,Prototype,8573,Project focusing on control powered devices with mobile phone for free of cost this secure system works only for predefined phone numbers (eg: owner number).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
PC Operated Industrial Devices using -relay board,Robotics,Civil,Product,10501,Project focusing on pc operated industrial devices using -relay board.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Civil",FALSE
DTMF operated soil-moisture sensor,IoT,Mechanical,Product,8605,Project focusing on dtmf operated soil-moisture sensor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
Safety Construction for -phase irrigation motor Based on Soil-moisture sensor and temperature sensor,Simulation,Mechanical,Prototype,9524,Project focusing on safety construction for -phase irrigation motor based on soil-moisture sensor and temperature sensor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
Petrochemical Level Indicator and Controller for Self-Activated cotton purification process in spinning mills,Embedded,CSE,Prototype,6499,Project focusing on petrochemical level indicator and controller for self-activated cotton purification process in spinning mills.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, CSE",TRUE
Multiple Device Control using one Input Switch,Robotics,Civil,Prototype,10501,Project focusing on multiple device control using one input switch.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Civil",FALSE
Talking Touch Home (TTH),Large AI,Medical,Prototype,10105,Project focusing on talking touch home (tth).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Medical",FALSE
Stepper Motor Control using RF Communication,IoT,Mechanical,Prototype,8605,Project focusing on stepper motor control using rf communication.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
Wireless matchbox with digital lantern,Simulation,Civil,Prototype,9524,Project focusing on wireless matchbox with digital lantern.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Civil",TRUE
RF Based Wireless Phase Motor Starter with feedback indicators,Simulation,Mechanical,Product,9524,Project focusing on rf based wireless phase motor starter with feedback indicators.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
